DATETIME,PRESSURE_T1,PRESSURE_T2,PRESSURE_T3,PRESSURE_T4,PRESSURE_T5,PRESSURE_T6,PRESSURE_T7,PRESSURE_J280,PRESSURE_J269,PRESSURE_J300,PRESSURE_J256,PRESSURE_J289,PRESSURE_J415,PRESSURE_J302,PRESSURE_J306,PRESSURE_J307,PRESSURE_J317,PRESSURE_J14,PRESSURE_J422,FLOW_PU1,FLOW_PU2,FLOW_PU3,FLOW_PU4,FLOW_PU5,FLOW_PU6,FLOW_PU7,FLOW_PU8,FLOW_PU9,FLOW_PU10,FLOW_PU11,FLOW_V2,STATUS_PU1,STATUS_PU2,STATUS_PU3,STATUS_PU4,STATUS_PU5,STATUS_PU6,STATUS_PU7,STATUS_PU8,STATUS_PU9,STATUS_PU10,STATUS_PU11,STATUS_V2,ATT_FLAG
3697.25,0.6398,1.1433,5.1311,4.2536,4.5,5.3189,3.9273,2.9748,34.3846,29.0706,92.1642,29.1736,68.0085,27.1422,104.8935,27.1422,57.6185,31.5686,30.6686,97.3712,0.0,0.0,34.4143,0.0,0.0,0.0,23.7832,0.0,0.0,0.0,70.164,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3697.5,0.6836,1.3332,5.0704,4.0087,4.5,5.2268,3.5035,2.9749,34.4172,29.1569,92.2799,29.2598,67.7636,27.1907,104.94200000000001,27.1907,57.2776,31.6531,30.7531,97.3106,0.0,0.0,34.3968,0.0,0.0,0.0,23.7832,0.0,0.0,0.0,71.0115,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3697.75,0.7275,1.5217,5.0096,3.7638,4.5,5.1327,3.0825,2.9749,34.4498,29.2427,92.3954,29.3456,68.738,27.2393,104.9906,27.2393,56.9364,31.7371,30.8371,97.25,0.0,0.0,34.3792,0.0,0.0,0.0,23.7832,0.0,0.0,0.0,70.1744,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3698.0,0.7718,1.7079,4.9574,3.5659,4.5,5.0359,2.6651,2.9754,35.0164,31.1881,75.1063,31.1881,68.54,28.4938,112.7797,28.4938,57.4693,33.4416,32.5416,96.1949,0.0,0.0,0.0,0.0,0.0,0.0,16.6761,0.0,0.0,0.0,69.2309,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3698.25,0.8374,1.8916,4.9052,3.3680000000000003,4.5,4.9456,2.2992,2.9751,34.6813,31.0181,75.0346,31.0181,68.3421,23.5722,107.9237,23.4563,68.8015,33.2533,32.3533,96.8194,0.0,0.0,0.0,0.0,0.0,0.0,16.676,0.0,31.4026,0.0,68.294,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3698.5,0.8723,2.0729,4.8529,3.17,4.5,5.0135,2.4239,2.9751,34.7076,31.0833,74.9629,31.0832,68.1441,23.6139,107.9653,23.4981,68.8969,33.3176,32.4176,96.7704,0.0,0.0,0.0,0.0,0.0,0.0,16.676,0.0,31.3868,0.0,67.3647,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3698.75,0.9031,2.2398,4.8007,3.0295,4.5,5.0816,2.5475,2.9749,34.4093,29.1142,74.8913,29.0735,86.9581,23.4303,107.7814,23.315,68.9552,31.599,30.699,97.3253,0.0,0.0,0.0,0.0,0.0,49.1289,16.676,0.0,31.3162,0.0,83.8979,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3699.0,0.9243,2.3321,4.7487,3.1623,4.5,5.1496,2.67,2.9751,34.679,29.2498,76.0801,29.2101,87.0705,24.2986,110.7135,24.1852,70.7653,31.7378,30.8378,96.8238,0.0,0.0,0.0,0.0,0.0,49.1031,13.5335,0.0,31.0391,0.0,83.2742,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3699.25,0.9563,2.4227,4.6968,3.2948,4.5,5.2382,2.889,2.9751,34.702,29.3084,76.0259,29.2687,87.1825,24.3393,110.7541,24.2261,70.9175,31.795,30.895,96.7809,0.0,0.0,0.0,0.0,0.0,49.077,13.5335,0.0,31.006,0.0,82.6574,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3699.5,0.9884,2.5104,4.6449,3.4271,4.5,5.3273,3.1062,2.9751,34.7251,29.3666,75.9718,29.326999999999998,87.2553,24.3801,110.7948,24.2672,71.0691,31.8519,30.9519,96.7379,0.0,0.0,0.0,0.0,0.0,49.0014,13.5335,0.0,30.9731,0.0,79.0921,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3699.75,1.0207,2.5898,4.5929,3.5587,4.5,5.4167,3.3224,2.9752,34.7483,29.4246,75.9177,29.3851,88.38799999999999,24.421,110.8355,24.3083,71.2204,31.9086,31.0086,96.6948,0.0,0.0,0.0,0.0,0.0,48.3591,13.5335,0.0,30.9403,0.0,74.699,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3700.0,1.0533,2.6597,4.5192,3.7335,4.5,5.5,3.5439999999999996,2.9755,35.1878,29.613000000000003,76.3887,29.5743,88.5224,25.5928,113.4895,25.4903,77.4368,32.109,31.209,95.875,0.0,0.0,0.0,0.0,0.0,48.31,10.6038,0.0,29.3852,0.0,73.9507,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3700.25,1.1007,2.7277,4.4454,3.9079,4.5,5.5,3.888,2.9756,35.2191,29.6807,76.3435,29.642,88.6561,25.6529,113.5494,25.5508,77.694,32.1755,31.2755,95.8164,0.0,0.0,0.0,0.0,0.0,48.2607,10.6038,0.0,29.3221,0.0,73.2095,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3700.5,1.1482,2.7938,4.3717,4.0819,4.5,5.5,4.2306,2.9756,35.2505,29.7482,76.2983,29.7096,88.7892,25.713,113.6092,25.6113,77.9503,32.2419,31.3419,95.7579,0.0,0.0,0.0,0.0,0.0,48.211000000000006,10.6038,0.0,29.2591,0.0,72.4768,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3700.75,1.1958,2.8582,4.2979,4.2554,4.5,5.5,4.5717,2.9756,35.2818,29.8156,76.2531,29.776999999999997,87.8349,25.7731,113.6691,25.6718,78.2056,32.308,31.408,95.6992,0.0,0.0,0.0,0.0,0.0,48.7206,10.6038,0.0,29.1962,0.0,71.0435,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3701.0,1.2572,2.9174,4.2333,4.3838,4.5,5.483,4.7195,2.9764,36.1541,32.4536,72.9685,32.4536,87.9364,29.7229,114.7018,29.7229,60.5827,34.7154,33.8154,94.0637,0.0,0.0,0.0,0.0,0.0,48.6861,15.7019,0.0,0.0,0.0,70.3225,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
3701.25,1.3430000000000002,2.9747,4.1686,4.5118,4.5,5.4222,4.4304,2.9765,36.215,32.5916,72.8804,32.5916,67.0914,29.8161,114.7949,29.8161,60.352,34.8513,33.9513,93.9493,0.0,0.0,0.0,0.0,0.0,0.0,15.7019,0.0,0.0,0.0,55.3565,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3701.5,1.429,3.1210000000000004,4.104,4.228,4.5,5.3593,4.1441,2.9765,36.2758,32.7289,72.7923,32.7289,66.8077,29.9093,114.8882,29.9093,60.1208,34.9867,34.0867,93.8348,0.0,0.0,0.0,0.0,0.0,0.0,15.7019,0.0,0.0,0.0,54.431999999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3701.75,1.5152,3.2655,4.0393,3.9443,4.5,5.2945,3.8604,2.9766,36.3367,32.8657,72.7041,32.8657,67.3563,30.0026,114.9815,30.0026,59.8893,35.1215,34.2215,93.7202,0.0,0.0,0.0,0.0,0.0,0.0,15.7019,0.0,0.0,0.0,53.8234,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3702.0,1.6017,3.4083,3.9822,3.6876,4.5,5.2274,3.5799,2.9762,35.8939,32.7472,74.9746,32.7472,67.0996,29.6353,114.0551,29.6353,59.2417,34.9861,34.0861,94.5527,0.0,0.0,0.0,0.0,0.0,0.0,16.4928,0.0,0.0,0.0,52.8097,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3702.25,1.6766,3.5485,3.925,3.4309,4.5,5.1539,3.2714,2.9762,35.9487,32.874,74.9151,32.874,66.8429,29.7177,114.1376,29.7177,58.9873,35.111,34.211,94.4497,0.0,0.0,0.0,0.0,0.0,0.0,16.4928,0.0,0.0,0.0,51.8029,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3702.5,1.7655,3.6859,3.8679,3.1742,4.5,5.0782,2.9659,2.9784,38.5284,30.5001,74.8555,30.5001,66.5861,32.1782,116.5981,32.1782,58.7332,42.1446,31.6901,89.5593,0.0,0.0,0.0,0.0,0.0,0.0,16.4928,0.0,0.0,0.0,50.803000000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3702.75,1.899,3.7901,3.8107,3.0509,4.5,5.001,2.6623,2.9785,38.5961,30.5001,74.796,30.5001,83.5083,32.2963,116.7162,32.2963,58.4789,42.2526,31.6901,89.4296,0.0,0.0,0.0,0.0,0.0,51.2013,16.4928,0.0,0.0,0.0,53.1778,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
3703.0,2.0167,3.7949,3.6955,2.9059,4.5,4.9976,2.5884,2.9774,37.3568,28.4863,74.3349,28.4457,83.3963,26.0035,109.1552,25.8853,70.0778,40.4502,29.862,91.7918,0.0,0.0,0.0,0.0,0.0,51.2572,18.2251,0.0,31.7364,0.0,52.5014,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3703.25,2.1066,3.7982,3.5802,2.7613,4.5,5.0786,2.7626,2.9775,37.4043,28.3598,74.2697,28.3193,83.2845,26.0887,109.2403,25.9706,70.2117,40.525999999999996,29.7348,91.7019,0.0,0.0,0.0,0.0,0.0,51.3128,18.2251,0.0,31.7224,0.0,51.8279,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3703.5,2.1964,3.7996,3.465,2.6172,4.5,5.16,2.9358,2.9775,37.4516,28.2334,74.2046,28.1931,83.1729,26.1736,109.3252,26.0556,70.3454,40.6017,29.6079,91.61200000000001,0.0,0.0,0.0,0.0,0.0,51.3678,18.2251,0.0,31.7084,0.0,51.1617,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3703.75,2.286,3.799,3.3497,2.4735,4.5,5.2419,3.108,2.9776,37.4988,28.1073,74.1394,28.0671,85.1688,26.2584,109.4099,26.1405,70.4786,40.6773,29.4812,91.5223,0.0,0.0,0.0,0.0,0.0,50.3847,18.2251,0.0,31.6945,0.0,54.0901,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3704.0,2.3754,3.8089,3.2498,2.5324,4.5,5.324,3.2796,2.977,36.8733,27.9335,71.1379,27.8924,85.2135,23.691999999999997,97.2624,23.5743,68.0135,39.9064,29.3112,92.7076,0.0,0.0,0.0,0.0,0.0,50.365,27.3189,0.0,31.6653,0.0,53.4567,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3704.25,2.4447,3.8171,3.1499,2.5911,4.5,5.3705,3.2848,2.9771,36.9101,27.8042,71.04,27.7633,85.2579,23.7533,97.3237,23.6355,68.0385,39.9652,29.1816,92.6381,0.0,0.0,0.0,0.0,0.0,50.345,27.3189,0.0,31.6758,0.0,52.8317,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3704.5,2.5137,3.8233,3.0501,2.6496,4.5,5.4168,3.2906,2.9771,36.9468,27.6752,70.9421,27.6343,85.3814,23.8145,97.3849,23.6966,68.0638,40.0238,29.0521,92.5687,98.2906,0.0,0.0,0.0,0.0,50.4352,27.3189,0.0,31.6861,0.0,69.5331,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3704.75,2.5827,3.8737,2.9502,2.7089,4.5,5.4628,3.2969999999999997,2.9771,36.9833,27.5462,70.8443,27.5054,84.3779,23.8755,97.446,23.7576,68.0894,40.0822,28.9227,92.4995,98.1016,0.0,0.0,0.0,0.0,50.5764,27.3189,0.0,31.6963,0.0,73.6586,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3705.0,2.6515,3.8395,3.071,2.7084,4.5,5.5,3.3133,2.9771,36.954,27.3924,69.9036,27.3512,84.3706,23.7053,95.4729,23.5915,70.0276,40.0614,28.7709,92.5549,98.1068,0.0,0.0,0.0,0.0,50.5661,28.6686,0.0,31.0818,0.0,73.8737,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3705.25,2.718,3.806,3.1915,2.7078,4.5,5.5,3.37,2.9771,36.9897,27.2615,69.798,27.2203,84.3635,23.7666,95.5343,23.6529,70.0853,40.1184,28.6396,92.4875,98.1122,0.0,0.0,0.0,0.0,50.556000000000004,28.6686,0.0,31.0828,0.0,74.0838,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3705.5,2.7845,3.7765,3.3116,2.7071,4.5,5.5,3.4268,2.9772,37.0252,27.1306,69.6923,27.0895,84.3672,23.8279,95.5955,23.7141,70.1431,40.1752,28.5085,92.4202,97.7727,0.0,0.0,0.0,0.0,50.5628,28.6686,0.0,31.0839,0.0,76.559,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3705.75,2.8507,3.7504,3.4316,2.7065,4.5,5.5,3.4836,2.9772,37.0607,26.9999,69.5867,26.9589,84.6213,23.889,95.6566,23.7752,70.2008,40.2318,28.3775,92.353,97.6639,0.0,0.0,0.0,0.0,50.4344,28.6686,0.0,31.0849,0.0,76.8579,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3706.0,2.9168,3.7273,3.5594,2.725,4.5,5.5,3.5403,2.977,36.7892,23.6477,86.9807,23.711,84.6308,24.837,103.3434,24.7204,69.7481,40.0055,25.4156,92.8665,97.6465,0.0,34.2716,0.0,0.0,50.42100000000001,23.1505,0.0,31.4949,0.0,77.1455,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3706.25,2.9788,3.705,3.6871,2.7435,4.5,5.5,3.5633,2.977,36.8226,23.4495,86.9791,23.5123,84.6404,24.8927,103.3991,24.7761,69.7779,40.0586,25.2147,92.8035,97.6292,0.0,34.1538,0.0,0.0,50.4078,23.1505,0.0,31.5024,0.0,77.4285,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3706.5,3.0406,3.6835,3.8144,2.7618,4.5,5.5,3.5865,2.977,36.8558,23.2517,86.9773,23.314,84.65,24.9483,103.4548,24.8317,69.8079,40.1116,25.0142,92.7407,97.6119,0.0,34.036,0.0,0.0,50.3948,23.1505,0.0,31.5099,0.0,77.7047,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3706.75,3.1023,3.6630000000000003,3.9413,2.7801,4.5,5.5,3.6098,2.977,36.889,23.0544,86.9753,23.1161,84.7722,25.0039,103.5103,24.8872,69.83800000000001,40.1644,24.8142,92.678,97.6244,0.0,33.9181,0.0,0.0,50.3071,23.1505,0.0,31.5173,0.0,78.1904,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3707.0,3.1638,3.6371,4.0436,2.8065,4.5,5.5,3.6332,2.9779,37.9239,22.9231,87.4238,22.9835,84.7786,26.7613,108.2121,26.6482,73.3595,41.3591,24.673000000000002,90.7136,97.9168,0.0,33.5653,0.0,0.0,50.2774,20.187,0.0,31.0001,0.0,76.4368,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3707.25,3.2496,3.6095,4.1457,2.8327,4.5,5.5,3.8136,2.978,37.9696,22.7301,87.4228,22.79,84.7921,26.8447,108.2954,26.7317,73.515,41.431999999999995,24.4772,90.6266,97.9251,0.0,33.4476,0.0,0.0,50.2588,20.187,0.0,30.9787,0.0,76.5837,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3707.5,3.3353,3.5826,4.2474,2.8587,4.5,5.5,3.9936,2.978,38.0152,22.5376,87.4217,22.596999999999998,84.8056,26.928,108.3786,26.8151,73.6702,41.5047,24.2818,90.5397,97.9334,0.0,33.3296,0.0,0.0,50.2404,20.187,0.0,30.9573,0.0,76.7262,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3707.75,3.4209,3.5561,4.3488,2.8846,4.5,5.5,4.1731,2.978,38.0607,22.3455,87.4204,22.4044,84.8554,27.011,108.4616,26.8983,73.825,41.5774,24.0869,90.4528,98.0869,0.0,33.2117,0.0,0.0,50.2124,20.187,0.0,30.936,0.0,76.2376,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3708.0,3.5062,3.5311,4.4655,2.9126,4.5,5.5,4.3521,2.9773,37.2427,22.0904,87.6037,22.1469,84.8706,25.1945,100.7401,25.0858,74.0198,40.6449,23.8342,92.0084,98.0997,0.0,32.9387,0.0,0.0,50.1937,25.7399,0.0,30.3293,0.0,76.3351,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3708.25,3.5691,3.5066,4.5818,2.9404,4.5,5.5,4.5435,2.9774,37.2771,21.8922,87.5993,21.9481,84.8858,25.26,100.8054,25.1515,74.1782,40.6998,23.6337,91.943,98.1126,0.0,32.8172,0.0,0.0,50.1752,25.7399,0.0,30.3008,0.0,76.4297,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3708.5,3.6319,3.4825,4.6979,2.9681,4.5,5.5,4.7343,2.9774,37.3115,21.6944,87.5947,21.7497,84.90100000000001,25.3252,100.8706,25.2169,74.3361,40.7545,23.4336,91.8778,98.1254,0.0,32.6956,0.0,0.0,50.1568,25.7399,0.0,30.2724,0.0,76.5213,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
