DATETIME,PRESSURE_T1,PRESSURE_T2,PRESSURE_T3,PRESSURE_T4,PRESSURE_T5,PRESSURE_T6,PRESSURE_T7,PRESSURE_J280,PRESSURE_J269,PRESSURE_J300,PRESSURE_J256,PRESSURE_J289,PRESSURE_J415,PRESSURE_J302,PRESSURE_J306,PRESSURE_J307,PRESSURE_J317,PRESSURE_J14,PRESSURE_J422,FLOW_PU1,FLOW_PU2,FLOW_PU3,FLOW_PU4,FLOW_PU5,FLOW_PU6,FLOW_PU7,FLOW_PU8,FLOW_PU9,FLOW_PU10,FLOW_PU11,FLOW_V2,STATUS_PU1,STATUS_PU2,STATUS_PU3,STATUS_PU4,STATUS_PU5,STATUS_PU6,STATUS_PU7,STATUS_PU8,STATUS_PU9,STATUS_PU10,STATUS_PU11,STATUS_V2,ATT_FLAG
1727-01-01,1.3588,1.9912,4.0649,4.1125,4.5,5.0994,2.3911,2.9899,22.1726,27.239,71.7163,27.1983,84.3413,21.3987,99.9847,21.2844,67.4096,29.7304,28.8304,119.2652,0.0,0.0,35.3037,0,0,50.2111,23.075,0,31.1736,0.0,61.9802,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1727-05-01,1.2457,2.0526,3.9699,4.0033,4.5,5.1445,2.4218,2.9898,22.1266,27.2711,71.6212,27.2304,84.2625,21.345,99.9309,21.2308,67.4329,29.7586,28.8586,119.3447,0.0,0.0,35.2373,0,0,50.2033,23.075,0,31.1509,0.0,61.7594,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1727-01-01,1.133,2.1119,3.8749,3.8945,4.5,5.1895,2.4523,2.9897,21.7588,27.2317,71.0721,27.191,84.3456,19.9593,93.0117,19.8462,66.5785,29.7018,28.8018,119.9799,0.0,0.0,35.2813,0,0,50.3115,27.7129,0,30.9939,0.0,72.2861,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1728-01-01,1.0633,2.1628,3.7755,3.8151,4.5,5.2142,2.4074,2.9897,21.7097,27.2578,70.9727,27.2171,84.29,19.8995,92.9518,19.7864,66.557,29.7241,28.8241,120.0646,0.0,0.0,34.7902,0,0,49.1859,27.7129,0,30.9825,0.0,63.4801,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1728-01-01,0.9585,2.2114,3.6762,3.7361,4.5,5.2382,2.3631,2.9897,21.6609,27.2829,70.8733,27.2421,84.2344,19.84,92.8923,19.727,66.5359,29.7454,28.8454,120.1488,98.7183,0.0,34.8523,0,0,49.2578,27.7129,0,30.9711,0.0,82.33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1728-05-01,0.9196,2.2579,3.5768,3.6574,4.5,5.2616,2.3195,2.9897,21.6123,27.3069,70.774,27.266,84.1788,19.7809,92.8332,19.668,66.5153,29.7656,28.8656,120.2324,98.2855,0.0,34.8096,0,0,49.2225,27.7129,0,30.9597,0.0,85.3964,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1728-01-01,0.9332,2.3021,3.4774,3.5789999999999997,4.5,5.2842,2.2767,2.9897,21.5625,27.3314,68.9792,27.2906,84.3317,19.552,91.6417,19.4391,66.2675,29.7854,28.8854,120.3183,98.2727,0.0,34.7679,0,0,49.1882,28.4322,0,30.9653,0.0,85.4532,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1729-01-01,0.9101,2.3443,3.363,3.5265,4.5,5.2974,2.2078,2.9897,21.5144,27.3534,68.8649,27.3126,84.2965,19.4926,91.5823,19.3798,66.2342,29.8037,28.9037,120.4012,97.6599,0.0,34.875,0,0,48.5442,28.4322,0,30.9575,0.0,86.8012,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1729-01-01,0.9194,2.3843,3.2487,3.4742,4.5,5.3097,2.1399,2.9897,21.4665,27.3743,68.7505,27.3335,84.2613,19.4337,91.5233,19.3208,66.2017,29.8211,28.9211,120.4837,97.0054,0.0,34.8522,0,0,48.5089,28.4322,0,30.9496,0.0,90.8698,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1729-05-01,0.9670000000000001,2.4221,3.1343,3.4222,4.5,5.3211,2.0731,2.9896,21.4189,27.3942,68.6361,27.3533,84.226,19.3751,91.4647,19.2623,66.1698,29.8373,28.9373,120.5658,96.9615,0.0,34.8182,0,0,48.4623,28.4322,0,30.9417,0.0,90.9894,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1729-01-01,0.9789,2.4579,3.02,3.3704,4.5,5.3317,2.0074,2.9897,21.5097,27.4345,70.0804,27.3935,84.147,19.4259,91.0834,19.3142,66.7467,29.8795,28.9795,120.4093,97.5885,0.0,34.7655,0,0,48.3967,28.748,0,30.7847,0.0,86.9203,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1730-01-01,0.9793,2.4939,2.9193,3.3135,4.5,5.3633,2.0135,2.9896,21.35,26.5774,87.6732,26.6465,83.9304,19.2585,90.9158,19.1471,66.7416,29.4582,28.5582,120.6844,96.85,0.0,32.9136,0,0,48.8036,28.748,0,30.736,0.0,90.9934,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
