DATETIME,PRESSURE_T1,PRESSURE_T2,PRESSURE_T3,PRESSURE_T4,PRESSURE_T5,PRESSURE_T6,PRESSURE_T7,PRESSURE_J280,PRESSURE_J269,PRESSURE_J300,PRESSURE_J256,PRESSURE_J289,PRESSURE_J415,PRESSURE_J302,PRESSURE_J306,PRESSURE_J307,PRESSURE_J317,PRESSURE_J14,PRESSURE_J422,FLOW_PU1,FLOW_PU2,FLOW_PU3,FLOW_PU4,FLOW_PU5,FLOW_PU6,FLOW_PU7,FLOW_PU8,FLOW_PU9,FLOW_PU10,FLOW_PU11,FLOW_V2,STATUS_PU1,STATUS_PU2,STATUS_PU3,STATUS_PU4,STATUS_PU5,STATUS_PU6,STATUS_PU7,STATUS_PU8,STATUS_PU9,STATUS_PU10,STATUS_PU11,STATUS_V2,ATT_FLAG
1642.5,0.6551,3.3463,4.3176,3.6985,4.5,5.5,4.1548,2.9742,33.6881,27.6425,89.7926,27.7082,85.0912,21.6018,99.4702,21.4937,70.7049,30.5538,29.6538,94.666,98.6816,0.0,34.9705,0.0,0.0,49.9778,23.7326,0.0,30.2441,0.0,74.2645,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1642.75,0.6469,3.3179,4.4394,3.7001,4.5,5.5,4.2223,2.9742,33.6814,27.6185,89.8598,27.6839,85.0863,21.5966,99.4649,21.4886,70.7559,30.5296,29.6296,90.1894,98.6939,0.0,34.9171,0.0,0.0,49.9679,23.7326,0.0,30.2269,0.0,74.3917,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1643.0,0.6385,3.2901,4.5609,3.7016,4.5,5.5,4.2895,2.9745,33.9693,27.6538,90.8423,27.7169,86.2652,22.8507,105.6695,22.7439,72.6026,30.5602,29.6602,89.2883,98.161,0.0,34.3578,0.0,0.0,49.3748,18.6208,0.0,30.0439,0.0,76.3358,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1643.25,0.6475,3.2704,4.6892,3.778,4.5,5.5,4.4357,2.9745,33.9717,27.6388,90.9153,27.7017,86.3164,22.8642,105.6829,22.7576,72.7153,30.545,29.645,112.7419,98.1567,0.0,34.3054,0.0,0.0,49.3401,18.6208,0.0,30.0132,25.627,76.5117,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1
1643.5,0.6564,3.2515,4.8172,3.8542,4.5,5.5,4.5812,2.9745,33.974000000000004,27.6243,90.9882,27.686999999999998,86.3675,22.8775,105.6961,22.7711,72.8276,30.5303,29.6303,112.7912,98.1524,0.0,34.2532,0.0,0.0,49.3057,18.6208,0.0,29.9824,25.5746,76.6828,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1
1643.75,0.665,3.2333,4.9449,3.9301,4.5,5.5,4.7259,2.9745,33.9763,27.6103,91.0611,27.6728,86.4185,22.8907,105.7092,22.7845,72.9392,30.5161,29.6161,112.0397,98.1481,0.0,34.2012,0.0,0.0,49.2715,18.6208,0.0,29.9518,0.0,76.8491,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1644.0,0.6884,3.2195,5.0722,4.0057,4.5,5.4589,4.599,2.975,34.6174,27.6616,92.3955,27.7208,87.8172,28.1491,113.1005,28.1491,59.3748,30.5858,29.6858,112.4421,96.9574,0.0,33.4222,0.0,0.0,48.5551,15.7417,0.0,0.0,0.0,83.391,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
1644.25,0.7406,3.2232,5.2088,4.145,4.5,5.3833,4.2383,2.9751,34.6394,27.6679,92.4795,27.7269,87.9168,28.191999999999997,113.1434,28.191999999999997,59.0875,30.5923,29.6923,113.3146,96.9166,0.0,33.3744,0.0,0.0,48.5049,15.7417,0.0,0.0,24.9958,83.6434,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1
1644.5,0.7923,3.2281,5.345,4.2837,4.5,5.3052,3.8810000000000002,2.9752,34.7855,28.7791,75.5287,28.7403,88.3156,28.346999999999998,113.2984,28.346999999999998,58.7999,31.296999999999997,30.397,112.5312,96.6444,0.0,0.0,0.0,0.0,48.8335,15.7417,0.0,0.0,0.0,79.4867,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
1644.75,0.8483,3.3095,5.2785,4.4253,4.5,5.2255,3.5259,2.9752,34.8209,28.8548,75.4621,28.8161,88.4376,28.4037,113.3552,28.4037,58.5117,31.3716,30.4716,112.5125,96.5784,0.0,0.0,0.0,0.0,48.8089,15.7417,0.0,0.0,0.0,79.3298,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
1645.0,0.9113,3.4338,5.2119,4.3722,4.5,5.1433,3.1741,2.9758,35.5014,31.4578,76.1386,31.4578,69.1562,29.0968,114.7042,29.0968,59.9012,33.726,32.826,113.1926,95.3071,0.0,0.0,0.0,0.0,0.0,14.7539,0.0,0.0,25.6168,66.1206,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
1645.25,0.9873,3.6092,5.1559,4.1663,4.5,5.0795,2.9466,2.9759,35.5582,31.5948,76.0826,31.5948,68.9503,29.1822,114.7896,29.1822,59.7062,33.8607,32.9607,113.2502,95.2008,0.0,0.0,0.0,0.0,0.0,14.7539,0.0,0.0,25.5646,65.6644,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
1645.5,1.0636,3.7835,5.0998,3.9605,4.5,5.0142,2.7212,2.9759,35.6149,31.730999999999998,76.0265,31.730999999999998,68.7445,29.2673,114.8746,29.2673,59.5116,33.9947,33.0947,113.3076,95.0945,0.0,0.0,0.0,0.0,0.0,14.7539,0.0,0.0,25.5125,65.2119,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
