DATETIME,PRESSURE_T1,PRESSURE_T2,PRESSURE_T3,PRESSURE_T4,PRESSURE_T5,PRESSURE_T6,PRESSURE_T7,PRESSURE_J280,PRESSURE_J269,PRESSURE_J300,PRESSURE_J256,PRESSURE_J289,PRESSURE_J415,PRESSURE_J302,PRESSURE_J306,PRESSURE_J307,PRESSURE_J317,PRESSURE_J14,PRESSURE_J422,FLOW_PU1,FLOW_PU2,FLOW_PU3,FLOW_PU4,FLOW_PU5,FLOW_PU6,FLOW_PU7,FLOW_PU8,FLOW_PU9,FLOW_PU10,FLOW_PU11,FLOW_V2,STATUS_PU1,STATUS_PU2,STATUS_PU3,STATUS_PU4,STATUS_PU5,STATUS_PU6,STATUS_PU7,STATUS_PU8,STATUS_PU9,STATUS_PU10,STATUS_PU11,STATUS_V2,ATT_FLAG
672.5,3.7736,3.6221,4.4165,2.2738,4.5,5.2134,3.4562,2.9755,35.1576,29.279,75.4086,29.2411,89.9396,29.3594,105.8807,29.3594,57.4196,31.8025,30.9025,95.9314,95.9502,0.0,0.0,0.0,0.0,48.2303,24.8667,0.0,0.0,0.0,81.1293,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
672.75,3.7512,3.7094,4.527,2.3038,4.5,5.1208,3.0451,2.9755,35.1496,29.3609,75.3496,29.323,90.1087,29.3423,105.8637,29.3423,57.0856,31.883000000000003,30.983,95.9463,95.9651,0.0,0.0,0.0,0.0,48.1829,24.8667,0.0,0.0,0.0,80.9579,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
673.0,3.7293,3.7925,4.6372,2.3338,4.5,5.0262,2.6367,2.9755,35.139,29.2051,75.1017,29.1667,89.2564,29.5041,107.7282,29.5041,56.7485,31.7004,30.8004,95.9661,95.9849,0.0,0.0,0.0,0.0,48.5587,23.3513,0.0,0.0,0.0,75.8702,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
673.25,3.7094,3.8914,4.7742,2.476,4.5,4.9291,2.2314,2.9752,34.8396,31.5026,75.04,31.5026,68.3867,23.8002,102.0907,23.6828,68.2815,33.7464,32.8464,96.5246,96.5436,0.0,0.0,0.0,0.0,0.0,23.3513,0.0,31.6193,0.0,61.0823,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
673.5,3.6572,4.0535,4.9109,2.6176,4.5,4.9895,2.3225,2.9752,34.8203,31.6178,74.9782,31.6178,68.1491,23.7692,102.0595,23.651999999999997,68.3449,33.8589,32.9589,96.5605,96.5795,0.0,0.0,0.0,0.0,0.0,23.3513,0.0,31.592,0.0,60.4873,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
673.75,3.6058,4.2136,5.0473,2.759,4.5,5.05,2.4129,2.9752,34.8013,31.7321,74.9164,31.7321,67.9114,23.7385,102.0287,23.6214,68.408,33.9705,33.0705,96.596,96.615,0.0,0.0,0.0,0.0,0.0,23.3513,0.0,31.5649,0.0,59.9011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
674.0,3.5551,4.3726,5.1835,2.9,4.5,5.1105,2.5027,2.9758,35.4989,31.7353,74.8315,31.7353,65.0277,25.8584,110.8619,25.7391,69.3644,33.9645,33.0645,95.2932,95.3118,0.0,0.0,0.0,0.0,0.0,15.7641,0.0,31.8989,0.0,57.8713,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
674.25,3.5356,4.5262,5.3114,3.0462,4.5,5.1818,2.6367,2.9759,35.6018,31.8421,74.7694,31.8421,64.7066,25.9157,110.919,25.7964,69.4686,34.0686,33.1686,95.1005,95.119,0.0,0.0,0.0,0.0,0.0,15.7641,0.0,31.8855,0.0,57.2504,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
674.5,3.5251,4.6781,5.2375,3.1971,4.5,5.2534,2.7701,2.9759,35.6042,31.9483,74.7073,31.9483,64.3854,25.915,110.9183,25.796,69.5631,34.1721,33.2721,95.0961,95.1146,0.0,0.0,0.0,0.0,0.0,15.7641,0.0,31.8584,0.0,56.6367,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
674.75,3.5154,4.8283,5.1635,3.3478,4.5,5.3252,2.9026,2.9759,35.6068,29.9706,74.6452,29.9296,86.5617,25.9148,110.91799999999999,25.796,69.6573,32.4482,31.5482,95.0911,95.1097,0.0,0.0,0.0,0.0,50.3604,15.7641,0.0,31.8314,0.0,70.3517,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
