DATETIME,PRESSURE_T1,PRESSURE_T2,PRESSURE_T3,PRESSURE_T4,PRESSURE_T5,PRESSURE_T6,PRESSURE_T7,PRESSURE_J280,PRESSURE_J269,PRESSURE_J300,PRESSURE_J256,PRESSURE_J289,PRESSURE_J415,PRESSURE_J302,PRESSURE_J306,PRESSURE_J307,PRESSURE_J317,PRESSURE_J14,PRESSURE_J422,FLOW_PU1,FLOW_PU2,FLOW_PU3,FLOW_PU4,FLOW_PU5,FLOW_PU6,FLOW_PU7,FLOW_PU8,FLOW_PU9,FLOW_PU10,FLOW_PU11,FLOW_V2,STATUS_PU1,STATUS_PU2,STATUS_PU3,STATUS_PU4,STATUS_PU5,STATUS_PU6,STATUS_PU7,STATUS_PU8,STATUS_PU9,STATUS_PU10,STATUS_PU11,STATUS_V2,ATT_FLAG
979.5,2.8885,2.3184,3.8853,3.6661,4.5,5.235,2.0679,2.9641,44.0971,28.6144,71.4425,28.5735,85.4516,21.1163,98.8328,21.0063,69.2638,31.2414,30.3414,78.6188,78.6327,78.6188,0.0,0,0,50.2356,23.8707,0.0,30.5356,0.0,95.2353,1,1,1,0,0,0,1,1.0,0.0,1.0,0.0,1,1
979.75,2.9123,2.4378,3.7894,3.6832,4.5,5.2885,2.1459,2.9642,44.1141,28.7069,71.3466,28.666,85.4878,21.0722,98.7887,20.9623,69.2621,31.3314,30.4314,78.5846,78.5985,78.5846,0.0,0,0,50.2642,23.8707,0.0,30.5228,0.0,94.8251,1,1,1,0,0,0,1,1.0,0.0,1.0,0.0,1,1
980.0,2.9364,2.5561,3.6934,3.7006,4.5,5.3421,2.2237,2.9636,43.8071,28.664,71.4654,28.6224,84.5116,22.0483,100.9678,21.9366,69.3816,31.2769,30.3769,79.199,79.2131,79.1991,0.0,0,0,50.7343,22.759,0.0,30.7809,0.0,92.6174,1,1,1,0,0,0,1,1.0,0.0,1.0,0.0,1,1
980.25,2.9508,2.6672,3.5996,3.6257,4.5,5.3808,2.2364,2.9637,43.8196,28.7471,71.3715,28.7054,84.4723,22.0414,100.9609,21.9297,69.3872,31.3576,30.4576,79.17399999999999,79.1881,79.17399999999999,0.0,0,0,50.7955,22.759,0.0,30.7772,0.0,92.1955,1,1,1,0,0,0,1,1.0,0.0,1.0,0.0,1,1
980.5,2.9656,2.7771,3.5058,3.5514,4.5,5.4192,2.2493,2.9637,43.8323,28.8296,71.2777,28.7878,84.4333,22.0343,100.9538,21.9227,69.3926,31.4378,30.5378,79.1486,79.1628,79.1487,0.0,0,0,50.8561,22.759,0.0,30.7735,0.0,91.7792,1,1,1,0,0,0,1,1.0,0.0,1.0,0.0,1,1
980.75,2.9808,2.8857,3.4119,3.4776,4.5,5.4574,2.2625,2.9637,43.8451,28.9114,71.1839,28.8695,84.3945,22.0272,100.9466,21.9155,69.3979,31.5173,30.6173,79.1231,79.1372,79.1231,0.0,0,0,50.9161,22.759,0.0,30.7697,0.0,91.3683,1,1,1,0,0,0,1,1.0,0.0,1.0,0.0,1,1
981.0,2.9963,2.9930000000000003,3.3181,3.4043,4.5,5.4955,2.276,2.9637,43.8474,29.0024,70.0483,28.9609,84.9539,23.4381,106.90799999999999,23.3286,71.8927,31.603,30.703000000000003,79.1183,79.1324,79.1184,0.0,0,0,50.6823,17.8234,0.0,30.4424,0.0,90.8109,1,1,1,0,0,0,1,1.0,0.0,1.0,0.0,1,1
981.25,3.012,3.0994,3.2144,3.3923,4.5,5.5,2.2925,2.9637,43.8621,29.0852,69.9446,29.0436,84.965,23.4576,106.9275,23.3484,71.9947,31.6835,30.7835,79.089,79.10300000000001,79.089,0.0,0,0,50.7182,17.8234,0.0,30.4173,0.0,90.4222,1,1,1,0,0,0,1,1.0,0.0,1.0,0.0,1,1
981.5,3.0281,3.2048,3.1108,3.3807,4.5,5.5,2.3139,2.9637,43.8753,29.1663,69.84100000000001,29.1247,84.9759,23.4771,106.9469,23.368000000000002,72.0964,31.7623,30.8623,79.0627,79.0767,79.0627,0.0,0,0,50.7533,17.8234,0.0,30.3922,0.0,90.0186,1,1,1,0,0,0,1,1.0,0.0,1.0,0.0,1,1
981.75,3.0446,3.3089999999999997,3.0071,3.3693,4.5,5.5,2.3354,2.9638,43.8885,29.2469,69.7373,29.2052,84.9869,23.4964,106.96600000000001,23.3874,72.1975,31.8405,30.9405,79.0361,79.0502,79.0362,0.0,0,0,50.7881,17.8234,0.0,30.3672,0.0,89.6203,1,1,1,0,0,0,1,1.0,0.0,1.0,0.0,1,1
982.0,3.0615,3.412,2.9034,3.3583,4.5,5.5,2.3569,2.9632,43.5439,27.8563,88.8207,27.9257,85.0838,22.5199,101.3592,22.4152,73.3001,30.8979,29.9979,79.7243,79.7386,79.7244,35.6551,0,0,50.0929,22.8314,0.0,29.7228,0.0,93.5177,1,1,1,1,0,0,1,1.0,0.0,1.0,0.0,1,1
982.25,3.0611,3.4326,3.0274,3.3762,4.5,5.5,2.3935,2.9632,43.5451,27.8764,88.906,27.9456,85.1022,22.5334,101.3725,22.4289,73.4349,30.9165,30.0165,79.7218,79.7361,79.7219,35.6179,0,0,50.0937,22.8314,0.0,29.6846,0.0,93.3946,1,1,1,1,0,0,1,1.0,0.0,1.0,0.0,1,1
982.5,3.0609,3.4530000000000003,3.1513,3.3941,4.5,5.5,2.43,2.9632,43.5464,27.8963,88.9911,27.9652,85.1206,22.5467,101.3857,22.4425,73.5691,30.935,30.035,79.7192,79.7335,79.7192,35.5805,0,0,50.0943,22.8314,0.0,29.6464,0.0,93.2734,1,1,1,1,0,0,1,1.0,0.0,1.0,0.0,1,1
982.75,3.0608,3.4731,3.2749,3.4121,4.5,5.5,2.4662,2.9632,43.5478,27.9159,89.0759,27.9847,85.1389,27.5393,106.3194,27.5393,59.2156,30.9532,30.0532,79.7165,79.7308,79.7166,35.5432,0,0,50.0949,22.8314,0.0,0.0,0.0,93.1541,1,1,1,1,0,0,1,1.0,0.0,0.0,0.0,1,1
983.0,3.0608,3.4931,3.3982,3.43,4.5,5.5,2.5023,2.9639,43.9717,27.9776,88.7217,28.048000000000002,85.5888,27.5484,106.8171,27.5484,57.437,31.0361,30.1361,78.8698,78.8838,78.8698,35.7807,0,0,49.8969,22.363000000000003,0.0,0.0,0.0,96.0243,1,1,1,1,0,0,1,1.0,0.0,0.0,0.0,1,1
983.25,3.0771,3.5205,3.5178,3.4759,4.5,5.5,2.5607,2.9639,43.9796,28.0052,88.8075,28.0754,85.6298,27.5758,106.8445,27.5758,57.073,31.0626,30.1626,78.8539,78.8679,78.854,35.7475,0,0,49.8899,22.363000000000003,0.0,0.0,0.0,95.9537,1,1,1,1,0,0,1,1.0,0.0,0.0,0.0,1,1
983.5,3.0934,3.5479,3.6371,3.5217,4.5,5.5,2.6188,2.9639,43.9876,28.0326,88.8932,28.1027,85.6707,27.603,106.8717,27.603,56.7084,31.0889,30.1889,78.83800000000001,78.8521,78.8381,35.7143,0,0,49.8829,22.363000000000003,0.0,0.0,0.0,95.8839,1,1,1,1,0,0,1,1.0,0.0,0.0,0.0,1,1
983.75,3.1097,3.5752,3.7563,3.5675,4.5,5.5,2.6768,2.964,43.9955,28.0601,88.9788,28.1299,85.7116,27.63,106.8987,27.63,56.3433,31.1153,30.2153,78.8222,78.8362,78.8222,35.6812,0,0,49.8759,22.363000000000003,0.0,0.0,0.0,95.8144,1,1,1,1,0,0,1,1.0,0.0,0.0,0.0,1,1
984.0,3.1260000000000003,3.6024,3.8753,3.6132,4.5,5.5,2.7346,2.9642,44.121,28.1588,90.5707,28.225,87.3503,27.6152,107.4778,27.6152,56.278999999999996,31.1972,30.2972,78.5707,78.5847,78.5708,34.8171,0,0,49.0718,21.778000000000002,0.0,0.0,0.0,96.694,1,1,1,1,0,0,1,1.0,0.0,0.0,0.0,1,1
984.25,3.1526,3.6364,4.0059,3.7404,4.5,5.5,2.9045,2.9642,44.1332,28.194000000000003,90.6644,28.26,87.4506,22.4511,102.3791,22.3354,67.7648,31.2311,30.3311,78.5464,78.5603,78.5464,34.7828,0,0,49.0374,21.778000000000002,0.0,31.3779,0.0,96.6374,1,1,1,1,0,0,1,1.0,0.0,1.0,0.0,1,1
984.5,3.1792,3.6704,4.1362,3.8673,4.5,5.5,3.0735,2.9642,44.1453,28.2292,90.758,28.2951,87.5507,22.4481,102.3761,22.3325,67.8155,31.265,30.365,78.52199999999999,78.536,78.5221,34.7484,0,0,49.003,21.778000000000002,0.0,31.3622,0.0,96.5807,1,1,1,1,0,0,1,1.0,0.0,1.0,0.0,1,1
984.75,3.2059,3.7045,4.2664,3.9939999999999998,4.5,5.5,3.2421,2.9642,44.1575,28.2644,90.8515,28.3301,87.6506,22.4452,102.37299999999999,22.3296,67.8659,31.2989,30.3989,78.4977,78.5116,78.4977,34.7141,0,0,48.9687,21.778000000000002,0.0,31.3466,0.0,96.5239,1,1,1,1,0,0,1,1.0,0.0,1.0,0.0,1,1
985.0,3.2325,3.7385,4.3963,4.1204,4.5,5.5,3.4099,2.9651,44.6701,28.4267,91.7621,28.4906,88.5764,22.7534,104.3361,22.6364,67.4458,31.4774,30.5774,77.4677,77.4814,77.4677,34.2702,0,0,48.5608,20.0448,0.0,31.5583,0.0,100.4842,1,1,1,1,0,0,1,1.0,0.0,1.0,0.0,1,1
985.25,3.2789,3.7854,4.5322,4.2804,4.5,5.5,3.6432,2.9651,44.6898,28.4755,91.8634,28.5393,88.7026,22.7549,104.3376,22.638,67.4713,31.5251,30.6251,77.428,77.4416,77.428,34.2388,0,0,48.5192,20.0448,0.0,31.5514,0.0,100.4489,1,1,1,1,0,0,1,1.0,0.0,1.0,0.0,1,1
