DATETIME,Row,1_FIT_001_PV,1_LT_001_PV,1_MV_001_STATUS,1_MV_002_STATUS,1_MV_003_STATUS,1_MV_004_STATUS,1_P_001_STATUS,1_P_002_STATUS,1_P_003_STATUS,1_P_004_STATUS,1_P_005_STATUS,1_P_006_STATUS,2_DPIT_001_PV,2_FIC_101_CO,2_FIC_101_PV,2_FIC_101_SP,2_FIC_201_CO,2_FIC_201_PV,2_FIC_201_SP,2_FIC_301_CO,2_FIC_301_PV,2_FIC_301_SP,2_FIC_401_CO,2_FIC_401_PV,2_FIC_401_SP,2_FIC_501_CO,2_FIC_501_PV,2_FIC_501_SP,2_FIC_601_CO,2_FIC_601_PV,2_FIC_601_SP,2_FIT_001_PV,2_FIT_002_PV,2_FIT_003_PV,2_FQ_101_PV,2_FQ_201_PV,2_FQ_301_PV,2_FQ_401_PV,2_FQ_501_PV,2_FQ_601_PV,2_LS_101_AH,2_LS_101_AL,2_LS_201_AH,2_LS_201_AL,2_LS_301_AH,2_LS_301_AL,2_LS_401_AH,2_LS_401_AL,2_LS_501_AH,2_LS_501_AL,2_LS_601_AH,2_LS_601_AL,2_LT_001_PV,2_LT_002_PV,2_MCV_007_CO,2_MCV_101_CO,2_MCV_201_CO,2_MCV_301_CO,2_MCV_401_CO,2_MCV_501_CO,2_MCV_601_CO,2_MV_001_STATUS,2_MV_002_STATUS,2_MV_003_STATUS,2_MV_004_STATUS,2_MV_005_STATUS,2_MV_006_STATUS,2_MV_009_STATUS,2_MV_101_STATUS,2_MV_201_STATUS,2_MV_301_STATUS,2_MV_401_STATUS,2_MV_501_STATUS,2_MV_601_STATUS,2_P_003_SPEED,2_P_003_STATUS,2_P_004_SPEED,2_P_004_STATUS,2_PIC_003_CO,2_PIC_003_PV,2_PIC_003_SP,2_PIT_001_PV,2_PIT_002_PV,2_PIT_003_PV,\\WIN-25J4RO10SBF\LOG_DATA\SUTD_WADI\LOG_DATA\TOTAL_CONS_REQUIRED_FLOW,ATT_FLAG
2017-10-11 10:55:00,147301,0.00118472,57.119,1,1,1,1,1,1,1,1,2,2,2506.69,100.0,0.0501751,0.24,47.2328,0.257696,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.299132,0.46,100.0,0.0172486,0.27,0.0,0.469463,0.0,0.0501751,0.257407,0.0410365,0.0172486,0.30109600000000003,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0362,71.1153,0.0,0.0,100.0,0.0,0.0,47.2607,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0131905,1.0,0.029074400000000007,1.0,50.0,0.0227365,1.0,150.999,89.4998,0.0226834,0.73,1
2017-10-11 10:55:01,147302,0.00125766,59.0447,1,1,1,1,1,1,1,1,2,2,2506.69,100.0,0.0501751,0.24,47.2328,0.257696,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.299132,0.46,100.0,0.0172486,0.27,0.0,0.469463,0.0,0.0501751,0.257407,0.0410365,0.0172486,0.30109600000000003,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.046,71.1153,0.0,0.0,100.0,0.0,0.0,47.2607,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0131905,1.0,0.029074400000000007,1.0,50.0,0.0227365,1.0,150.999,89.4998,0.0226834,0.73,1
2017-10-11 10:55:02,147303,0.00125766,59.0447,1,1,1,1,1,1,1,1,2,2,2506.69,100.0,0.0501751,0.24,47.2328,0.257696,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.299132,0.46,100.0,0.0172486,0.27,0.0,0.469463,0.0,0.0501751,0.257407,0.0410365,0.0172486,0.30109600000000003,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.046,71.1153,0.0,0.0,100.0,0.0,0.0,47.2607,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0131905,1.0,0.029074400000000007,1.0,50.0,0.0227365,1.0,150.999,89.4998,0.0226834,0.73,1
2017-10-11 10:55:03,147304,0.00125766,59.0447,1,1,1,1,1,1,1,1,2,2,2507.38,100.0,0.0501751,0.24,47.3621,0.256772,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.30361,0.46,100.0,0.0172486,0.27,0.0,0.4694930000000001,0.0,0.0501751,0.259284,0.0410365,0.0172486,0.299248,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.046,70.8861,0.0,0.0,100.0,0.0,0.0,47.3621,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0118218,1.0,0.029180900000000006,1.0,50.0,0.0227493,1.0,151.089,89.4859,0.0227493,0.73,1
2017-10-11 10:55:04,147305,0.00125766,59.0447,1,1,1,1,1,1,1,1,2,2,2507.38,100.0,0.0501751,0.24,47.3621,0.256772,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.30361,0.46,100.0,0.0172486,0.27,0.0,0.4694930000000001,0.0,0.0501751,0.259284,0.0410365,0.0172486,0.299248,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.046,70.8861,0.0,0.0,100.0,0.0,0.0,47.3621,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0118218,1.0,0.029180900000000006,1.0,50.0,0.0227493,1.0,151.089,89.4859,0.0227493,0.73,1
2017-10-11 10:55:05,147306,0.00125766,59.0447,1,1,1,1,1,1,1,1,2,2,2507.38,100.0,0.0501751,0.24,47.3621,0.256772,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.30361,0.46,100.0,0.0172486,0.27,0.0,0.4694930000000001,0.0,0.0501751,0.259284,0.0410365,0.0172486,0.299248,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.046,70.8861,0.0,0.0,100.0,0.0,0.0,47.3621,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0118218,1.0,0.029180900000000006,1.0,50.0,0.0227493,1.0,151.089,89.4859,0.0227493,0.73,1
2017-10-11 10:55:06,147307,0.00125766,59.0447,1,1,1,1,1,1,1,1,2,2,2507.38,100.0,0.0501751,0.24,47.3621,0.256772,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.30361,0.46,100.0,0.0172486,0.27,0.0,0.4694930000000001,0.0,0.0501751,0.259284,0.0410365,0.0172486,0.299248,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.046,70.8861,0.0,0.0,100.0,0.0,0.0,47.3621,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0118218,1.0,0.029180900000000006,1.0,50.0,0.0227493,1.0,151.089,89.4859,0.0227493,0.73,1
2017-10-11 10:55:07,147308,0.00127405,58.073,1,1,1,1,1,1,1,1,2,2,2507.38,100.0,0.0501751,0.24,47.3621,0.256772,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.30361,0.46,100.0,0.0172486,0.27,0.0,0.4694930000000001,0.0,0.0501751,0.259284,0.0410365,0.0172486,0.299248,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0475,70.8861,0.0,0.0,100.0,0.0,0.0,47.3621,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0118218,1.0,0.029180900000000006,1.0,50.0,0.0227493,1.0,151.089,89.4859,0.0227493,0.73,1
2017-10-11 10:55:08,147309,0.00127405,58.073,1,1,1,1,1,1,1,1,2,2,2508.6,100.0,0.0501751,0.24,47.4749,0.257382,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.29846100000000003,0.46,100.0,0.0172486,0.27,0.0,0.469655,0.0,0.0501751,0.258225,0.0410365,0.0172486,0.30324,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0475,70.8491,0.0,0.0,100.0,0.0,0.0,47.4749,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0120923,1.0,0.0285007,1.0,50.0,0.022746400000000003,1.0,151.004,89.3425,0.022746400000000003,0.73,1
2017-10-11 10:55:09,147310,0.00127405,58.073,1,1,1,1,1,1,1,1,2,2,2508.6,100.0,0.0501751,0.24,47.4749,0.257382,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.29846100000000003,0.46,100.0,0.0172486,0.27,0.0,0.469655,0.0,0.0501751,0.258225,0.0410365,0.0172486,0.30324,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0475,70.8491,0.0,0.0,100.0,0.0,0.0,47.4749,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0120923,1.0,0.0285007,1.0,50.0,0.022746400000000003,1.0,151.004,89.3425,0.022746400000000003,0.73,1
2017-10-11 10:55:10,147311,0.00127405,58.073,1,1,1,1,1,1,1,1,2,2,2508.6,100.0,0.0501751,0.24,47.4749,0.257382,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.29846100000000003,0.46,100.0,0.0172486,0.27,0.0,0.469655,0.0,0.0501751,0.258225,0.0410365,0.0172486,0.30324,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0475,70.8491,0.0,0.0,100.0,0.0,0.0,47.4749,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0120923,1.0,0.0285007,1.0,50.0,0.022746400000000003,1.0,151.004,89.3425,0.022746400000000003,0.73,1
2017-10-11 10:55:11,147312,0.00127405,58.073,1,1,1,1,1,1,1,1,2,2,2508.6,100.0,0.0501751,0.24,47.4749,0.257382,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.29846100000000003,0.46,100.0,0.0172486,0.27,0.0,0.469655,0.0,0.0501751,0.258225,0.0410365,0.0172486,0.30324,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0475,70.8491,0.0,0.0,100.0,0.0,0.0,47.4749,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0120923,1.0,0.0285007,1.0,50.0,0.022746400000000003,1.0,151.004,89.3425,0.022746400000000003,0.73,1
2017-10-11 10:55:12,147313,0.00128143,55.7187,1,1,1,1,1,1,1,1,2,2,2508.6,100.0,0.0501751,0.24,47.4749,0.257382,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.29846100000000003,0.46,100.0,0.0172486,0.27,0.0,0.469655,0.0,0.0501751,0.258225,0.0410365,0.0172486,0.30324,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0339,70.8491,0.0,0.0,100.0,0.0,0.0,47.4749,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0120923,1.0,0.0285007,1.0,50.0,0.022746400000000003,1.0,151.004,89.3425,0.022746400000000003,0.73,1
2017-10-11 10:55:13,147314,0.00128143,55.7187,1,1,1,1,1,1,1,1,2,2,2508.6,100.0,0.0501751,0.24,47.4749,0.257382,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.29846100000000003,0.46,100.0,0.0172486,0.27,0.0,0.469655,0.0,0.0501751,0.258225,0.0410365,0.0172486,0.30324,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0339,70.8491,0.0,0.0,100.0,0.0,0.0,47.4749,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0120923,1.0,0.0285007,1.0,50.0,0.022746400000000003,1.0,151.004,89.3425,0.022746400000000003,0.73,1
2017-10-11 10:55:14,147315,0.00128143,55.7187,1,1,1,1,1,1,1,1,2,2,2507.2,100.0,0.0501751,0.24,47.6377,0.253573,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.302092,0.46,100.0,0.0172486,0.27,0.0,0.469484,0.0,0.0501751,0.253573,0.0410365,0.0172486,0.302092,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0339,70.7874,0.0,0.0,100.0,0.0,0.0,47.5813,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0138462,1.0,0.0292055,1.0,50.0,0.0225281,1.0,150.97,89.3243,0.0225281,0.73,1
2017-10-11 10:55:15,147316,0.00128143,55.7187,1,1,1,1,1,1,1,1,2,2,2507.2,100.0,0.0501751,0.24,47.6377,0.253573,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.302092,0.46,100.0,0.0172486,0.27,0.0,0.469484,0.0,0.0501751,0.253573,0.0410365,0.0172486,0.302092,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0339,70.7874,0.0,0.0,100.0,0.0,0.0,47.5813,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0138462,1.0,0.0292055,1.0,50.0,0.0225281,1.0,150.97,89.3243,0.0225281,0.73,1
2017-10-11 10:55:16,147317,0.00128143,55.7187,1,1,1,1,1,1,1,1,2,2,2507.2,100.0,0.0501751,0.24,47.6377,0.253573,0.27,100.0,0.0410365,0.29,100.0,0.0172486,0.51,100.0,0.302092,0.46,100.0,0.0172486,0.27,0.0,0.469484,0.0,0.0501751,0.253573,0.0410365,0.0172486,0.302092,0.0172486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0339,70.7874,0.0,0.0,100.0,0.0,0.0,47.5813,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0138462,1.0,0.0292055,1.0,50.0,0.0225281,1.0,150.97,89.3243,0.0225281,0.73,1
