DATETIME,Row,1_FIT_001_PV,1_LT_001_PV,1_MV_001_STATUS,1_MV_002_STATUS,1_MV_003_STATUS,1_MV_004_STATUS,1_P_001_STATUS,1_P_002_STATUS,1_P_003_STATUS,1_P_004_STATUS,1_P_005_STATUS,1_P_006_STATUS,2_DPIT_001_PV,2_FIC_101_CO,2_FIC_101_PV,2_FIC_101_SP,2_FIC_201_CO,2_FIC_201_PV,2_FIC_201_SP,2_FIC_301_CO,2_FIC_301_PV,2_FIC_301_SP,2_FIC_401_CO,2_FIC_401_PV,2_FIC_401_SP,2_FIC_501_CO,2_FIC_501_PV,2_FIC_501_SP,2_FIC_601_CO,2_FIC_601_PV,2_FIC_601_SP,2_FIT_001_PV,2_FIT_002_PV,2_FIT_003_PV,2_FQ_101_PV,2_FQ_201_PV,2_FQ_301_PV,2_FQ_401_PV,2_FQ_501_PV,2_FQ_601_PV,2_LS_101_AH,2_LS_101_AL,2_LS_201_AH,2_LS_201_AL,2_LS_301_AH,2_LS_301_AL,2_LS_401_AH,2_LS_401_AL,2_LS_501_AH,2_LS_501_AL,2_LS_601_AH,2_LS_601_AL,2_LT_001_PV,2_LT_002_PV,2_MCV_007_CO,2_MCV_101_CO,2_MCV_201_CO,2_MCV_301_CO,2_MCV_401_CO,2_MCV_501_CO,2_MCV_601_CO,2_MV_001_STATUS,2_MV_002_STATUS,2_MV_003_STATUS,2_MV_004_STATUS,2_MV_005_STATUS,2_MV_006_STATUS,2_MV_009_STATUS,2_MV_101_STATUS,2_MV_201_STATUS,2_MV_301_STATUS,2_MV_401_STATUS,2_MV_501_STATUS,2_MV_601_STATUS,2_P_003_SPEED,2_P_003_STATUS,2_P_004_SPEED,2_P_004_STATUS,2_PIC_003_CO,2_PIC_003_PV,2_PIC_003_SP,2_PIT_001_PV,2_PIT_002_PV,2_PIT_003_PV,\\WIN-25J4RO10SBF\LOG_DATA\SUTD_WADI\LOG_DATA\TOTAL_CONS_REQUIRED_FLOW,ATT_FLAG
2017-10-10 13:39:30,70771,0.00120848,61.4125,1,1,1,2,1,1,1,1,1,1,2185.89,14.9002,0.339416,0.34,14.4275,0.387447,0.34,14.7469,0.34427800000000003,0.32,17.145,0.320492,0.32,21.5274,0.493633,0.47,15.3321,0.302235,0.31,2.24298,0.0,1.88851,0.339416,0.387447,0.34427800000000003,0.320492,0.493633,0.302235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8915,70.8421,0.0,15.3708,21.5571,17.1643,14.8598,14.5421,14.9694,1,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,23.2486,2.0,-0.00774041,1.0,27.8329,0.985513,1.0,148.636,70.2961,0.985513,2.1,1
2017-10-10 13:39:31,70772,0.00120848,61.4125,1,1,1,2,1,1,1,1,1,1,2185.89,14.9002,0.339416,0.34,14.4275,0.387447,0.34,14.7469,0.34427800000000003,0.32,17.145,0.320492,0.32,21.5274,0.493633,0.47,15.3321,0.302235,0.31,2.24298,0.0,1.88851,0.339416,0.387447,0.34427800000000003,0.320492,0.493633,0.302235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8915,70.8421,0.0,15.3708,21.5571,17.1643,14.8598,14.5421,14.9694,1,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,23.2486,2.0,-0.00774041,1.0,27.8329,0.985513,1.0,148.636,70.2961,0.985513,2.1,1
2017-10-10 13:39:32,70773,0.00123717,61.4613,1,1,1,2,1,1,1,1,1,1,2185.89,14.9002,0.339416,0.34,14.4275,0.387447,0.34,14.7469,0.34427800000000003,0.32,17.145,0.320492,0.32,21.5274,0.493633,0.47,15.3321,0.302235,0.31,2.24298,0.0,1.88851,0.339416,0.387447,0.34427800000000003,0.320492,0.493633,0.302235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8803,70.8421,0.0,15.3708,21.5571,17.1643,14.8598,14.5421,14.9694,1,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,23.2486,2.0,-0.00774041,1.0,27.8329,0.985513,1.0,148.636,70.2961,0.985513,2.1,1
2017-10-10 13:39:33,70774,0.00123717,61.4613,1,1,1,2,1,1,1,1,1,1,2185.89,14.9002,0.339416,0.34,14.4275,0.387447,0.34,14.7469,0.34427800000000003,0.32,17.145,0.320492,0.32,21.5274,0.493633,0.47,15.3321,0.302235,0.31,2.24298,0.0,1.88851,0.339416,0.387447,0.34427800000000003,0.320492,0.493633,0.302235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8803,70.8421,0.0,15.3708,21.5571,17.1643,14.8598,14.5421,14.9694,1,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,23.2486,2.0,-0.00774041,1.0,27.8329,0.985513,1.0,148.636,70.2961,0.985513,2.1,1
2017-10-10 13:39:34,70775,0.00123717,61.4613,1,1,1,2,1,1,1,1,1,1,2187.85,14.929,0.339989,0.34,14.0476,0.385383,0.34,14.5936,0.340244,0.32,17.2809,0.312684,0.32,21.4203,0.485317,0.47,15.5181,0.29575100000000004,0.31,2.24792,0.0,1.89159,0.339706,0.385642,0.342317,0.316316,0.490181,0.293179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8803,71.0611,0.0,15.4887,21.4141,17.2625,14.6155,14.1352,14.9514,1,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,23.2536,2.0,-0.0085026,1.0,27.8653,0.983785,1.0,148.57299999999995,70.4723,0.983785,2.1,1
2017-10-10 13:39:35,70776,0.00123717,61.4613,1,1,1,2,1,1,1,1,1,1,2187.85,14.929,0.339989,0.34,14.0476,0.385383,0.34,14.5936,0.340244,0.32,17.2809,0.312684,0.32,21.4203,0.485317,0.47,15.5181,0.29575100000000004,0.31,2.24792,0.0,1.89159,0.339706,0.385642,0.342317,0.316316,0.490181,0.293179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8803,71.0611,0.0,15.4887,21.4141,17.2625,14.6155,14.1352,14.9514,1,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,23.2536,2.0,-0.0085026,1.0,27.8653,0.983785,1.0,148.57299999999995,70.4723,0.983785,2.1,1
2017-10-10 13:39:36,70777,0.00123717,61.4613,1,1,1,2,1,1,1,1,1,1,2187.85,14.929,0.339989,0.34,14.0476,0.385383,0.34,14.5936,0.340244,0.32,17.2809,0.312684,0.32,21.4203,0.485317,0.47,15.5181,0.29575100000000004,0.31,2.24792,0.0,1.89159,0.339706,0.385642,0.342317,0.316316,0.490181,0.293179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8803,71.0611,0.0,15.4887,21.4141,17.2625,14.6155,14.1352,14.9514,1,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,23.2536,2.0,-0.0085026,1.0,27.8653,0.983785,1.0,148.57299999999995,70.4723,0.983785,2.1,1
2017-10-10 13:39:37,70778,0.00110604,61.4571,1,1,1,2,1,1,1,1,1,1,2187.85,14.929,0.339989,0.34,14.0476,0.385383,0.34,14.5936,0.340244,0.32,17.2809,0.312684,0.32,21.4203,0.485317,0.47,15.5181,0.29575100000000004,0.31,2.24792,0.0,1.89159,0.339706,0.385642,0.342317,0.316316,0.490181,0.293179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9326,71.0611,0.0,15.4887,21.4141,17.2625,14.6155,14.1352,14.9514,1,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,23.2536,2.0,-0.0085026,1.0,27.8653,0.983785,1.0,148.57299999999995,70.4723,0.983785,2.1,1
2017-10-10 13:39:38,70779,0.00110604,61.4571,1,1,1,2,1,1,1,1,1,1,2187.85,14.929,0.339989,0.34,14.0476,0.385383,0.34,14.5936,0.340244,0.32,17.2809,0.312684,0.32,21.4203,0.485317,0.47,15.5181,0.29575100000000004,0.31,2.24792,0.0,1.89159,0.339706,0.385642,0.342317,0.316316,0.490181,0.293179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9326,71.0611,0.0,15.4887,21.4141,17.2625,14.6155,14.1352,14.9514,1,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,23.2536,2.0,-0.0085026,1.0,27.8653,0.983785,1.0,148.57299999999995,70.4723,0.983785,2.1,1
2017-10-10 13:39:39,70780,0.00110604,61.4571,1,1,1,2,1,1,1,1,1,1,2187.85,14.929,0.339989,0.34,14.0476,0.385383,0.34,14.5936,0.340244,0.32,17.2809,0.312684,0.32,21.4203,0.485317,0.47,15.5181,0.29575100000000004,0.31,2.24792,0.0,1.89159,0.339706,0.385642,0.342317,0.316316,0.490181,0.293179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9326,71.0611,0.0,15.4887,21.4141,17.2625,14.6155,14.1352,14.9514,1,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,23.2536,2.0,-0.0085026,1.0,27.8653,0.983785,1.0,148.57299999999995,70.4723,0.983785,2.1,1
