DATETIME,Row,1_FIT_001_PV,1_LT_001_PV,1_MV_001_STATUS,1_MV_002_STATUS,1_MV_003_STATUS,1_MV_004_STATUS,1_P_001_STATUS,1_P_002_STATUS,1_P_003_STATUS,1_P_004_STATUS,1_P_005_STATUS,1_P_006_STATUS,2_DPIT_001_PV,2_FIC_101_CO,2_FIC_101_PV,2_FIC_101_SP,2_FIC_201_CO,2_FIC_201_PV,2_FIC_201_SP,2_FIC_301_CO,2_FIC_301_PV,2_FIC_301_SP,2_FIC_401_CO,2_FIC_401_PV,2_FIC_401_SP,2_FIC_501_CO,2_FIC_501_PV,2_FIC_501_SP,2_FIC_601_CO,2_FIC_601_PV,2_FIC_601_SP,2_FIT_001_PV,2_FIT_002_PV,2_FIT_003_PV,2_FQ_101_PV,2_FQ_201_PV,2_FQ_301_PV,2_FQ_401_PV,2_FQ_501_PV,2_FQ_601_PV,2_LS_101_AH,2_LS_101_AL,2_LS_201_AH,2_LS_201_AL,2_LS_301_AH,2_LS_301_AL,2_LS_401_AH,2_LS_401_AL,2_LS_501_AH,2_LS_501_AL,2_LS_601_AH,2_LS_601_AL,2_LT_001_PV,2_LT_002_PV,2_MCV_007_CO,2_MCV_101_CO,2_MCV_201_CO,2_MCV_301_CO,2_MCV_401_CO,2_MCV_501_CO,2_MCV_601_CO,2_MV_001_STATUS,2_MV_002_STATUS,2_MV_003_STATUS,2_MV_004_STATUS,2_MV_005_STATUS,2_MV_006_STATUS,2_MV_009_STATUS,2_MV_101_STATUS,2_MV_201_STATUS,2_MV_301_STATUS,2_MV_401_STATUS,2_MV_501_STATUS,2_MV_601_STATUS,2_P_003_SPEED,2_P_003_STATUS,2_P_004_SPEED,2_P_004_STATUS,2_PIC_003_CO,2_PIC_003_PV,2_PIC_003_SP,2_PIT_001_PV,2_PIT_002_PV,2_PIT_003_PV,\\WIN-25J4RO10SBF\LOG_DATA\SUTD_WADI\LOG_DATA\TOTAL_CONS_REQUIRED_FLOW,ATT_FLAG
2017-10-10 10:55:00,60901,0.00119373,45.7727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2518.37,88.1039,0.2739,0.23,100.0,0.0623802,0.26,100.0,0.0328099,0.29,100.0,0.297223,0.49,100.0,0.045144,0.44,100.0,0.04071280000000002,0.25,0.0,0.4895270000000001,0.0,0.2739,0.0623802,0.0328099,0.297223,0.045144,0.04071280000000002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,69.9556,70.5511,0,0.0,17.0752,19.4751,0.0,0.0,11.1216,1,1,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,-0.0155263,1.0,0.0288449,1.0,50.0,0.0239187,1.0,152.297,90.1344,0.0239187,0.72,1
2017-10-10 10:55:01,60902,0.00119373,45.7727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2518.37,88.1039,0.2739,0.23,100.0,0.0623802,0.26,100.0,0.0328099,0.29,100.0,0.297223,0.49,100.0,0.045144,0.44,100.0,0.04071280000000002,0.25,0.0,0.4895270000000001,0.0,0.2739,0.0623802,0.0328099,0.297223,0.045144,0.04071280000000002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,69.9556,69.8688,0,0.0,17.0752,19.4751,0.0,0.0,11.1216,1,1,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,-0.0155263,1.0,0.0288449,1.0,50.0,0.0239187,1.0,152.297,90.1344,0.0239187,0.72,1
2017-10-10 10:55:02,60903,0.00119373,45.7727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2518.37,88.1039,0.2739,0.23,100.0,0.0623802,0.26,100.0,0.0328099,0.29,100.0,0.297223,0.49,100.0,0.045144,0.44,100.0,0.04071280000000002,0.25,0.0,0.4895270000000001,0.0,0.2739,0.0623802,0.0328099,0.297223,0.045144,0.04071280000000002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,69.9556,69.8688,0,0.0,17.0752,19.4751,0.0,0.0,11.1216,1,1,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,-0.0155263,1.0,0.0288449,1.0,50.0,0.0239187,1.0,152.297,90.1344,0.0239187,0.72,1
2017-10-10 10:55:03,60904,0.00119373,45.7727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2518.37,88.1039,0.2739,0.23,100.0,0.0623802,0.26,100.0,0.0328099,0.29,100.0,0.297223,0.49,100.0,0.045144,0.44,100.0,0.04071280000000002,0.25,0.0,0.4895270000000001,0.0,0.2739,0.0623802,0.0328099,0.297223,0.045144,0.04071280000000002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,69.9556,70.3486,0,0.0,17.0752,19.4751,0.0,0.0,11.1216,1,1,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,-0.0155263,1.0,0.0288449,1.0,50.0,0.0239187,1.0,152.297,90.1344,0.0239187,0.72,1
2017-10-10 10:55:04,60905,0.0011339,45.7102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2521.22,87.7348,0.269398,0.23,100.0,0.0623802,0.26,100.0,0.0328099,0.29,100.0,0.29329,0.49,100.0,0.045144,0.44,100.0,0.04071280000000002,0.25,0.0,0.4892510000000001,0.0,0.269398,0.0623802,0.0328099,0.29329,0.045144,0.04071280000000002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,69.9754,70.8002,0,0.0,17.0084,19.2987,0.0,0.0,10.9146,1,1,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,-0.0140756,1.0,0.0299431,1.0,50.0,0.0239649,1.0,152.371,90.0366,0.0239649,0.72,1
2017-10-10 10:55:05,60906,0.0011339,45.7102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2521.22,87.7348,0.269398,0.23,100.0,0.0623802,0.26,100.0,0.0328099,0.29,100.0,0.29329,0.49,100.0,0.045144,0.44,100.0,0.04071280000000002,0.25,0.0,0.4892510000000001,0.0,0.269398,0.0623802,0.0328099,0.29329,0.045144,0.04071280000000002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,69.9754,70.8002,0,0.0,17.0084,19.2987,0.0,0.0,10.9146,1,1,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,-0.0140756,1.0,0.0299431,1.0,50.0,0.0239649,1.0,152.371,90.0366,0.0239649,0.72,1
2017-10-10 10:55:06,60907,0.0011339,45.7102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2521.22,87.7348,0.269398,0.23,100.0,0.0623802,0.26,100.0,0.0328099,0.29,100.0,0.29329,0.49,100.0,0.045144,0.44,100.0,0.04071280000000002,0.25,0.0,0.4892510000000001,0.0,0.269398,0.0623802,0.0328099,0.29329,0.045144,0.04071280000000002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,69.9754,70.8002,0,0.0,17.0084,19.2987,0.0,0.0,10.9146,1,1,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,-0.0140756,1.0,0.0299431,1.0,50.0,0.0239649,1.0,152.371,90.0366,0.0239649,0.72,1
2017-10-10 10:55:07,60908,0.0011339,45.7102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2521.22,87.7348,0.269398,0.23,100.0,0.0623802,0.26,100.0,0.0328099,0.29,100.0,0.29329,0.49,100.0,0.045144,0.44,100.0,0.04071280000000002,0.25,0.0,0.4892510000000001,0.0,0.269398,0.0623802,0.0328099,0.29329,0.045144,0.04071280000000002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,69.9754,70.7944,0,0.0,17.0084,19.2987,0.0,0.0,10.9146,1,1,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,-0.0140756,1.0,0.0299431,1.0,50.0,0.0239649,1.0,152.371,90.0366,0.0239649,0.72,1
2017-10-10 10:55:08,60909,0.0011339,45.7102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2521.22,87.7348,0.269398,0.23,100.0,0.0623802,0.26,100.0,0.0328099,0.29,100.0,0.29329,0.49,100.0,0.045144,0.44,100.0,0.04071280000000002,0.25,0.0,0.4892510000000001,0.0,0.269398,0.0623802,0.0328099,0.29329,0.045144,0.04071280000000002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,69.9754,70.7944,0,0.0,17.0084,19.2987,0.0,0.0,10.9146,1,1,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,-0.0140756,1.0,0.0299431,1.0,50.0,0.0239649,1.0,152.371,90.0366,0.0239649,0.72,1
2017-10-10 10:55:09,60910,0.00115357,45.6916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2522.49,87.3329,0.269323,0.23,100.0,0.0623802,0.26,100.0,0.0328099,0.29,100.0,0.296388,0.49,100.0,0.045144,0.44,100.0,0.04071280000000002,0.25,0.0,0.479445,0.0,0.271127,0.0623802,0.0328099,0.299724,0.045144,0.04071280000000002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,69.9754,71.1379,0,0.0,17.0084,19.2987,0.0,0.0,10.9146,1,1,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,-0.0154525,1.0,0.030459500000000007,1.0,50.0,0.0237397,1.0,152.366,90.045,0.0237397,0.72,1
